"","distancia_centro_comercial","distancia_escuela","distancia_universidad","distancia_cesped","distancia_bosques","distancia_parque","distancia_cine","distancia_discoteca","distancia_transporte","geometry"
"337",489,6991,1241,14103,3568,1860,44,53,68,c(-74.031, 4.704)
"338",284,549,168,15394,1042,1864,32,53,68,c(-74.026, 4.705)
"339",625,3146,1145,13547,4881,5574,44,53,1900,c(-74.049, 4.7)
"340",489,6991,1241,14103,3568,1860,44,53,68,c(-74.031, 4.704)
"341",284,549,168,15394,1042,1864,32,53,68,c(-74.026, 4.705)
"342",422,415,166,45951,1151,31565,32,69,134,c(-74.036, 4.721)
"343",1795,2645,1632,13763,3515,5720,14,54,66,c(-74.042, 4.689)
"344",247,169,1397,13480,6307,1482,79,69,488,c(-74.043, 4.738)
"345",445,2644,1155,13636,4898,6216,16,56,2277,c(-74.0545428, 4.6874432)
"346",557,3459,1155,16323,6315,8923,16,56,2283,c(-74.0563453, 4.6882855)
"347",626,2153,1151,16375,4899,725,16,56,490,c(-74.0535401, 4.6954904)
"348",557,3459,1155,16323,6315,8923,16,56,2283,c(-74.0563453, 4.6882855)
"349",1795,2980,1632,6683,3515,11514,14,54,65,c(-74.0395474434, 4.6888593755)
"350",529,3421,1219,6965,1151,17787,79,69,1942,c(-74.040686, 4.72477)
"351",445,2646,1154,17650,4898,6219,33,56,2277,c(-74.053254, 4.687783)
"352",443,2162,166,46112,4826,5156,32,69,134,c(-74.032748, 4.718933)
"353",290,3428,1219,69234,4755,1593,79,66,134,c(-74.044126, 4.719389)
"354",626,2153,1151,16375,4899,725,16,56,490,c(-74.0535401, 4.6954904)
"355",557,3459,1155,16323,6315,8923,16,56,2283,c(-74.0563453, 4.6882855)
"356",529,3421,1219,6965,1151,17788,79,69,1943,c(-74.039398, 4.725274)
"357",445,2644,1155,13636,4898,6216,16,56,2277,c(-74.0545428, 4.6874432)
"358",529,3431,1219,6965,1151,17788,79,69,1943,c(-74.039227, 4.72502)
"359",557,3459,1155,16323,6315,8923,16,56,2283,c(-74.0563453, 4.6882855)
"360",1791,2162,166,15708,4852,9962,32,69,134,c(-74.03112, 4.716333)
"361",284,549,168,15397,1042,1068,32,53,68,c(-74.0270891109, 4.706442069)
"362",1790,2162,166,15712,4851,8688,32,69,134,c(-74.030261, 4.717714)
"363",1795,3344,1152,13785,4880,1492,14,54,66,c(-74.0434098244, 4.6914470598)
"364",289,6895,170,6376,4755,4916,44,66,874,c(-74.046989, 4.714989)
"365",284,549,168,15397,1042,1068,32,53,68,c(-74.0270891109, 4.706442069)
"366",1770,7454,1219,29861,1151,16778,32,69,1959,c(-74.030442, 4.727062)
"367",635,6830,1529,27545,4742,4910,44,53,1914,c(-74.0474653244, 4.7112286261)
"368",79,7056,156,15632,1047,5821,14,53,68,c(-74.034129, 4.698797)
"369",529,3421,1219,6965,1151,17788,79,69,1943,c(-74.039742, 4.725111)
"370",1060,3438,1153,13618,4880,660,44,54,2276,c(-74.048524, 4.692013)
"371",87,1135,1055,6515,3644,5655,14,54,129,c(-74.026238, 4.689699)
"372",1060,3438,1152,13615,4880,719,44,54,490,c(-74.048641, 4.694637)
"373",419,415,166,45951,4755,3366,32,69,134,c(-74.038049, 4.718263)
"374",175,2710,749,6368,3527,6023,14,54,129,c(-74.035916, 4.686778)
"375",198,434,1930,6446,8409,32607,31,50,2026,c(-74.038849, 4.754794)
"376",2070,4289,681,29398,6300,21351,79,50,2008,c(-74.029876, 4.743812)
"377",529,3421,1219,6965,1151,17788,79,69,1943,c(-74.040253, 4.725075)
"378",529,3421,1219,6965,1151,17788,79,69,1943,c(-74.039425, 4.725117)
"379",2070,3413,1396,29873,1150,21608,79,69,1992,c(-74.03012, 4.738969)
"380",425,2162,166,46130,1151,31437,32,69,134,c(-74.036134, 4.719101)
"381",555,1064,1219,29868,1151,3583,32,69,1946,c(-74.03113, 4.724295)
"382",531,7074,1219,43786,1150,14128,79,69,1964,c(-74.037929, 4.73072)
"383",1060,3438,1153,13619,4879,6215,33,54,2276,c(-74.04974, 4.691712)
"384",1658,415,1219,45951,1151,31570,32,69,134,c(-74.037239, 4.721862)
"385",626,2153,1151,13612,4880,724,44,56,13,c(-74.05184, 4.695865)
"386",439,5385,167,15720,4851,8687,32,69,134,c(-74.027472, 4.720111)
"387",281,2162,166,1862,4851,5128,32,69,134,c(-74.031072, 4.714543)
"388",179,2980,156,13555,1038,5666,14,54,68,c(-74.035717, 4.693685)
"389",749,7342,156,15550,1047,3310,44,53,68,c(-74.035385, 4.701245)
"390",626,3146,1151,7098,4873,8538,44,55,1900,c(-74.0527163, 4.7003824)
"391",295,6895,170,45208,4756,3455,44,62,874,c(-74.048536, 4.714385)
"392",529,3421,1219,6965,1151,17788,79,69,1943,c(-74.04, 4.725454)
"393",179,2980,156,13555,1038,1201,14,54,68,c(-74.0374941, 4.6935348)
"394",284,554,167,1090,1042,3579,32,53,874,c(-74.030037, 4.711606)
"395",530,3421,1221,13503,1151,12858,79,69,153,c(-74.042489, 4.727066)
"396",427,415,170,27455,4755,3368,32,66,134,c(-74.042769, 4.717746)
"397",175,2710,749,6375,3527,6026,14,54,129,c(-74.036841, 4.687118)
"398",1062,3344,1152,13830,4880,967,44,53,68,c(-74.042205, 4.69988)
"399",178,3344,156,13556,1038,1201,14,54,68,c(-74.038266, 4.69407)
"400",636,6830,1529,27546,4734,4914,44,53,1914,c(-74.048434, 4.711195)
"401",1776,3420,1221,13512,4755,4745,79,66,1942,c(-74.045738, 4.725442)
"402",281,2162,166,1855,4851,3582,32,69,134,c(-74.031731, 4.713993)
"403",420,415,1219,45951,1151,31570,79,69,134,c(-74.038637, 4.722382)
"404",198,108,74,59412,8409,10950,31,50,2026,c(-74.040875, 4.755061)
"405",2404,6990,1237,14076,1047,4385,44,53,68,c(-74.0362644196, 4.7029632075)
"406",281,2162,166,1862,4851,3582,32,69,134,c(-74.031361, 4.714215)
"407",1060,3344,1152,13578,4880,15529,44,53,1900,c(-74.046616, 4.698627)
"408",489,6991,1241,14104,3568,1860,44,53,68,c(-74.03112, 4.703651)
"409",79,6991,1055,1220,3566,3298,14,53,68,c(-74.030444, 4.701826)
"410",175,2710,749,6375,3527,6026,14,54,129,c(-74.036718, 4.687353)
"411",635,1315,1145,13538,4735,4983,44,53,1907,c(-74.046358, 4.703992)
"412",445,2645,1153,13756,4879,6115,33,54,2276,c(-74.048761, 4.687439)
"413",291,3430,1220,69237,4755,5839,79,66,134,c(-74.044439, 4.721609)
"414",529,3421,1219,6965,1151,17788,79,69,1942,c(-74.040074, 4.724929)
"415",295,6895,170,45208,4756,4907,44,66,874,c(-74.047999, 4.714321)
"416",857,5385,1989,15723,4851,12517,32,69,134,c(-74.028002, 4.72159)
"417",489,519,1237,45803,4735,19852,44,53,1907,c(-74.039851, 4.705165)
"418",531,5384,1219,50380,1150,2288,79,69,1958,c(-74.032534, 4.729272)
"419",486,6991,156,15550,1047,3306,44,53,68,c(-74.034347, 4.700035)
"420",486,6991,156,15550,1047,5817,44,53,68,c(-74.035028, 4.699757)
"421",529,7074,1219,6965,1151,21544,79,69,1946,c(-74.03763, 4.725503)
"422",208,7073,1222,43786,1150,13878,79,69,1975,c(-74.0373783, 4.7326584)
"423",1690,522,1237,49694,4736,31141,44,53,1914,c(-74.041141, 4.7078)
"424",636,6830,169,27539,4734,4914,44,52,1914,c(-74.048873, 4.710757)
"425",2405,6991,1238,15550,1047,3312,44,53,68,c(-74.034065, 4.702119)
"426",626,3146,1145,13596,4881,973,44,55,1900,c(-74.051526, 4.699912)
"427",2113,1561,1221,49318,1151,13900,79,69,1958,c(-74.041915, 4.73025)
"428",445,2645,1153,13755,4879,717,33,54,2276,c(-74.048493, 4.687674)
"429",636,1315,1145,13543,4881,4911,44,55,1908,c(-74.05096, 4.70416)
"430",422,7074,1219,6537,1151,13880,79,69,153,c(-74.034846, 4.72604)
"431",68,3344,156,13829,4880,967,44,53,68,c(-74.041526, 4.700147)
"432",95,400,439,21778,6589,606,12,98,454,c(-74.127028, 4.663073)
"433",1273,4109,210,50303,6589,28568,54,100,1449,c(-74.115857, 4.667873)
"434",1272,740,210,50325,6589,608,12,99,1449,c(-74.118514, 4.668387)
"435",517,728,1283,15479,16,15790,10,30,2322,c(-74.105139, 4.641975)
"436",31,4639,15,20567,4332,572,13,140,1178,c(-74.085078, 4.625528)
"437",1109,689,1751,27782,3794,19947,13,85,508,c(-74.072876, 4.647391)
"438",1109,689,1751,27782,3794,19947,13,85,508,c(-74.072852, 4.6474)
"439",31,1028,624,47136,3552,34852,13,140,1298,c(-74.081172, 4.627848)
"440",18,1931,520,791,2426,15830,13,79,438,c(-74.087074, 4.642992)
"441",699,1959,145,27680,3794,206,13,85,1913,c(-74.074657, 4.643749)
"442",1109,689,1751,27782,3794,19947,13,85,508,c(-74.072833, 4.647469)
"443",1256,25,1524,316,27,7125,10,79,438,c(-74.091333, 4.641492)
"444",20,1958,1345,43662,5247,34423,13,84,1074,c(-74.073995, 4.638542)
"445",1141,3290,1108,6700,6863,15859,67,47,311,c(-74.071, 4.601)
"446",1291,512,1301,29849,4240,17515,84,92,1090,c(-74.110886, 4.599398)
"447",1747,4465,291,48352,4335,36423,10,107,1601,c(-74.110575, 4.625582)
"448",655,1177,291,22961,4335,7423,9,107,700,c(-74.117895, 4.627268)
"449",17,7125,1749,19168,8090,31726,13,71,505,c(-74.077, 4.656)
"450",7,2320,60,53007,8175,34291,77,65,241,c(-74.077174, 4.678182)
"451",7,2320,60,53007,8175,34291,77,65,241,c(-74.077174, 4.678183)
"452",7,2320,60,53007,8175,34291,77,65,241,c(-74.077174, 4.678177)
"453",560,669,157,49303,8177,4413,16,64,2450,c(-74.061492, 4.683037)
"454",7,2320,60,53007,8175,34291,77,65,241,c(-74.077174, 4.678181)
"455",7,2743,1173,52653,8175,29051,77,65,1849,c(-74.074357, 4.677885)
"456",558,1739,157,2457,8177,4409,16,64,2449,c(-74.062127, 4.6805596)
"457",558,1739,157,2457,8177,4409,16,64,2449,c(-74.062127, 4.6805596)
"458",558,1739,157,2457,8177,4409,16,64,2449,c(-74.062127, 4.6805596)
"459",7,2320,60,53007,8175,34291,77,65,1849,c(-74.077166, 4.678179)
"460",7,2320,60,53007,8175,34291,77,65,241,c(-74.077174, 4.678183)
"461",7,2320,60,53007,8175,34291,77,65,241,c(-74.077174, 4.678181)
"462",6,2054,946,18664,8089,17351,47,71,1673,c(-74.077292, 4.662117)
"463",7,2320,60,53007,8175,34291,77,65,241,c(-74.077174, 4.678181)
"464",7,2320,1173,53051,8175,34289,77,65,241,c(-74.077062, 4.679399)
"465",7,2320,60,53007,8175,34291,77,65,241,c(-74.077168, 4.678181)
"466",7,2323,1173,18029,8175,2099,77,65,242,c(-74.079226, 4.680685)
"467",7,2320,60,53007,8175,34291,77,65,241,c(-74.077168, 4.678181)
"468",139,482,911,41249,8176,9372,21,46,2237,c(-74.066893, 4.666477)
"469",90,401,1750,41297,8089,28578,46,71,1209,c(-74.071629, 4.657066)
"470",1489,311,1165,973,8017,3091,19,86,2623,c(-74.1275196, 4.7003827)
"471",420,3431,1219,6965,1151,17782,79,69,1942,c(-74.0385409471, 4.7242922659)
"472",6,2737,945,57014,8088,503,47,71,1671,c(-74.077452, 4.6655192)
"473",1526,2304,1305,29258,3552,3243,27,57,2620,c(-74.0779929, 4.6215068)
"474",443,7180,166,29868,4826,3583,32,69,134,c(-74.0311397409, 4.7235832082)
"475",2070,417,932,58261,6300,13919,79,50,2012,c(-74.0335008, 4.7457532)
"476",1795,2645,2083,13761,3515,5720,14,54,66,c(-74.0435063839, 4.6900997543)
"477",79,6991,1055,15550,1047,1869,14,53,68,c(-74.0322743, 4.7010789)
"478",1776,3420,1221,13509,4755,4742,79,69,1943,c(-74.0454508, 4.7260087)
"479",420,3431,1219,6965,1151,31569,79,69,134,c(-74.038, 4.724)
"480",529,7074,1219,6962,1151,21555,79,69,153,c(-74.037, 4.726)
"481",733,5092,1305,27833,5792,257,26,45,634,c(-74.0713653, 4.6191128)
"482",289,3427,1221,13528,4755,12885,79,66,134,c(-74.0459884, 4.7193303)
"483",422,415,1219,6533,1151,31569,79,69,1942,c(-74.0362278, 4.7243149)
"484",10,652,210,20315,8038,626,12,99,300,c(-74.1223311424, 4.6723065242)
"485",10,652,210,20315,8038,626,12,99,300,c(-74.1224813461, 4.6727984105)
"486",10,652,210,20315,8038,626,12,99,300,c(-74.1225886345, 4.6727342514)
"487",422,415,166,46330,1151,31566,32,69,134,c(-74.0361171, 4.7218174)
"488",295,494,170,45208,4756,4909,44,66,874,c(-74.047883749, 4.7149068662)
"489",1060,3438,1152,13795,4880,720,44,54,66,c(-74.0459533, 4.6937155)
"490",557,1017,157,57653,6344,33527,16,56,2296,c(-74.0630488, 4.6879283)
"491",445,2645,1153,13753,4879,716,33,54,2276,c(-74.0485274792, 4.6884530441)
"492",175,2980,749,6802,3515,10801,14,54,65,c(-74.038481, 4.6871831)
"493",284,554,168,15654,3568,1069,32,53,68,c(-74.0294837952, 4.7083416217)
"494",1068,7235,1183,24981,5103,18233,3,137,1714,c(-74.1534949, 4.617854)
"495",1076,7951,76,60274,6303,32587,45,68,407,c(-74.058, 4.739)
"496",755,2455,439,426,16,16896,62,107,1658,c(-74.128, 4.637)
"497",2554,408,155,20173,6678,16395,83,106,1446,c(-74.107, 4.676)
"498",292,3421,1220,13514,4755,1062,79,69,134,c(-74.043, 4.724)
"499",636,1315,1145,13536,4734,4915,44,55,1907,c(-74.05, 4.705)
"500",1060,3438,1152,13791,4880,10584,44,54,66,c(-74.047, 4.693)
"501",422,415,1219,6532,1151,31569,79,69,134,c(-74.0365711, 4.7234771)
"502",422,415,1219,6532,1151,31569,79,69,134,c(-74.0365711, 4.7234771)
"503",1119,1001,1066,40636,5713,11468,71,6,103,c(-74.06872, 4.604204)
"504",465,3006,1150,17437,6331,1264,16,56,489,c(-74.0599842, 4.6953017)
"505",626,2153,1151,16375,4890,8939,16,56,13,c(-74.055, 4.696)
"506",2109,1563,1221,49323,6308,2971,79,69,1967,c(-74.0424797, 4.7321767)
"507",456,1839,174,3323,7834,16226,74,8,2601,c(-74.0920612, 4.6981015)
"508",2342,440,224,11603,882,17928,80,16,1158,c(-74.157, 4.595)
"509",2688,988,418,32297,8236,23144,84,92,768,c(-74.097, 4.588)
"510",1770,1064,1219,15744,4852,10839,32,69,153,c(-74.0281186, 4.7248952)
"511",1770,1064,1219,15744,4852,10839,32,69,153,c(-74.0281186, 4.7248952)
"512",2070,4289,932,29397,6300,13922,79,50,2005,c(-74.0329958, 4.7437509)
"513",489,556,1241,15411,3568,1865,32,53,68,c(-74.0307266609, 4.7058901188)
"514",445,3441,1153,17646,4879,6218,33,54,2276,c(-74.0506625175, 4.690014211)
"515",178,3344,156,13556,1038,1201,14,54,68,c(-74.0380759, 4.6934415)
"516",179,2980,156,13555,1038,5666,14,54,68,c(-74.0356743, 4.6936722)
"517",247,1565,1221,13466,6308,14122,79,69,1975,c(-74.0431438, 4.7335621)
"518",281,2162,166,1861,4851,5118,32,69,134,c(-74.0307939, 4.7146716)
"519",635,1315,1145,13538,4734,4983,44,53,1907,c(-74.0469905734, 4.7039148584)
"520",626,3438,1150,13613,4879,723,16,56,490,c(-74.0525076, 4.6939282)
"521",439,1056,167,15699,4851,8684,32,69,134,c(-74.0267157555, 4.7169384439)
"522",636,3146,1151,16484,4885,9357,44,55,400,c(-74.0534865, 4.7033743)
"523",290,415,1219,69234,4755,1592,79,66,134,c(-74.0430709, 4.7198154)
"524",294,6940,1221,15529,4755,12882,20,62,1925,c(-74.0492804, 4.7189778)
"525",284,7058,1241,15407,3568,1867,32,53,68,c(-74.0313493, 4.7073869)
"526",2069,5384,1396,60139,1150,9374,79,69,1977,c(-74.0329384804, 4.7330839291)
"527",294,6936,1221,13526,4755,9843,79,66,134,c(-74.048, 4.72)
"528",529,7074,1219,6962,1151,21555,79,69,1951,c(-74.0361171, 4.7275134)
"529",636,6830,170,44778,4734,4914,44,55,1914,c(-74.05, 4.712)
"530",295,494,170,45208,4756,4909,44,66,874,c(-74.048, 4.715)
"531",636,6831,1145,27540,4734,5060,44,53,1914,c(-74.049, 4.709)
"532",483,109,74,24187,8409,31638,31,50,2026,c(-74.041, 4.754)
"533",1690,519,1237,13836,4735,31011,44,53,1907,c(-74.041, 4.706)
"534",626,2153,1151,16375,4898,19375,16,56,13,c(-74.054, 4.696)
"535",87,1125,1055,6368,3447,5672,14,54,129,c(-74.03, 4.687)
"536",79,2980,156,57803,1038,5137,14,54,68,c(-74.034, 4.696)
"537",174,2980,156,6673,3405,3359,14,54,67,c(-74.035, 4.692)
"538",531,7074,1219,29877,1150,21491,79,69,1964,c(-74.0355244315, 4.7303650478)
"539",1795,2645,1632,13763,3515,5720,14,54,66,c(-74.042, 4.689)
"540",443,2162,166,46112,4852,5181,32,69,134,c(-74.032, 4.718)
"541",2246,7056,1055,1222,3566,3298,14,53,68,c(-74.0291273333, 4.7007384129)
"542",749,3344,156,47070,1047,5837,44,53,68,c(-74.039, 4.701)
"543",515,194,1221,16632,6308,1486,79,66,1955,c(-74.048, 4.731)
"544",626,3146,1145,13591,4881,973,44,55,1900,c(-74.051, 4.7)
"545",179,2980,156,6673,1038,1199,14,54,68,c(-74.037, 4.693)
"546",2564,2710,156,6673,3405,3358,14,54,129,c(-74.034, 4.69)
"547",483,109,74,24187,8409,31638,31,50,2026,c(-74.041, 4.754)
"548",441,2162,166,46131,4826,5156,32,69,134,c(-74.034, 4.718)
"549",635,1315,1145,13538,4734,4979,44,53,1907,c(-74.048, 4.704)
"550",441,2162,166,15520,4758,5146,32,69,134,c(-74.035, 4.715)
"551",420,3431,1219,6965,1151,31569,79,69,134,c(-74.038, 4.724)
"552",1776,3420,1221,13501,4755,4745,79,69,1946,c(-74.046, 4.727)
"553",489,522,1237,49692,4736,31141,44,53,1914,c(-74.04, 4.708)
"554",489,7044,1237,49779,4736,32164,32,53,1914,c(-74.035, 4.709)
"555",443,5385,166,15720,4852,2007,32,69,134,c(-74.03, 4.721)
"556",2564,2710,156,6673,3405,3358,14,54,129,c(-74.034, 4.69)
"557",1771,3309,1222,43807,4837,10836,32,69,1958,c(-74.0287014, 4.7285131)
"558",489,6991,1241,14103,3568,1860,44,53,68,c(-74.031, 4.704)
"559",2246,1815,1055,14097,3568,3298,14,53,68,c(-74.028, 4.701)
"560",1795,3438,1153,13784,4880,661,14,54,66,c(-74.045, 4.691)
"561",1690,522,1237,49694,4736,31010,44,53,1914,c(-74.041, 4.708)
"562",489,6991,1241,14103,3568,1860,44,53,68,c(-74.031, 4.704)
"563",625,3146,1145,13583,4880,5585,44,54,1900,c(-74.049, 4.698)
"564",1795,3344,1632,13762,3515,1492,14,54,66,c(-74.042, 4.691)
"565",491,3344,1237,13834,4735,9942,44,53,1907,c(-74.043, 4.706)
"566",1795,3438,1153,13784,4880,661,14,54,66,c(-74.045, 4.691)
"567",1790,5385,166,15717,4852,2008,32,69,134,c(-74.03, 4.72)
"568",557,3439,1150,16368,4895,8945,16,56,1861,c(-74.055, 4.692)
"569",2689,3009,2245,60300,4334,35537,84,92,1137,c(-74.1065932, 4.6085369)
"570",472,2343,45,27828,3474,10683,26,43,907,c(-74.066, 4.618)
"571",152,1001,1737,10448,7230,11423,26,141,100,c(-74.069, 4.608)
"572",655,1628,160,24551,4242,6649,9,117,1285,c(-74.118, 4.616)
"573",733,4658,1411,25016,5801,4816,26,57,634,c(-74.0718166, 4.6211303)
"574",576,2743,1173,18048,8176,12772,77,65,237,c(-74.0718738, 4.6764612)
"575",511,1570,1167,22005,8023,6158,12,86,293,c(-74.1438102722, 4.6839406105)
"576",507,6848,1168,21910,8037,7978,12,98,293,c(-74.1361198615, 4.6769214527)
"577",5,2505,63,28430,6679,8506,47,105,2348,c(-74.097, 4.671)
"578",2554,408,1921,20173,6679,12114,83,106,1446,c(-74.1068397, 4.6766023)
"579",1877,728,1286,1313,16,11455,10,30,2323,c(-74.104, 4.646)
"580",2554,409,155,53849,6679,3305,83,106,1446,c(-74.106, 4.676)
"581",1635,7929,114,19086,7988,16281,24,87,289,c(-74.1165081, 4.7220662)
"582",538,2701,436,40487,8037,4826,12,98,128,c(-74.147, 4.669)
"583",1256,728,20,5630,20,37033,10,30,439,c(-74.1, 4.637)
"584",11,946,2222,20173,6674,16392,83,100,1446,c(-74.109, 4.674)
"585",636,3146,1151,62122,4887,27950,29,55,1909,c(-74.057794, 4.705138)
"586",834,5064,1047,662,5431,2698,45,67,229,c(-74.0718702, 4.7296403)
"587",557,3459,157,57653,6344,7284,16,56,2294,c(-74.061, 4.69)
"588",557,3006,1155,59215,6344,4652,16,56,2297,c(-74.062, 4.692)
"589",626,3146,1151,12792,4887,976,44,55,401,c(-74.057, 4.703)
"590",636,3146,1151,17377,4885,975,44,55,1909,c(-74.056, 4.705)
"591",465,3001,1150,17438,6315,1261,16,56,489,c(-74.0582661, 4.6956898)
"592",248,2269,1184,51491,5104,12643,8,137,1692,c(-74.141, 4.633)
"593",824,843,1184,54067,4242,31572,62,107,2552,c(-74.1238209, 4.6260559)
"594",248,4476,1184,23530,5104,776,8,137,887,c(-74.139, 4.634)
"595",824,843,1184,54067,4242,31572,62,107,2552,c(-74.1238469, 4.6260694)
"596",1060,3438,1152,13610,4880,3629,44,54,13,c(-74.0480661392, 4.695018476)
"597",428,415,1219,6532,1151,31569,79,69,134,c(-74.0373587608, 4.7233966831)
"598",441,2162,166,15520,4758,5143,32,69,134,c(-74.034242034, 4.7154307999)
"599",6,1164,943,34035,8080,480,47,65,2347,c(-74.0843739, 4.6660943)
"600",1270,3647,210,21443,6589,10580,53,101,454,c(-74.117, 4.661)
"601",2554,409,155,53849,6679,3305,83,106,1446,c(-74.106, 4.676)
"602",605,1997,1186,3749,6238,1530,28,137,2417,c(-74.165833, 4.6232577)
"603",2246,1815,1055,14097,3566,3298,14,53,68,c(-74.0281369, 4.700943)
"604",491,6831,1237,27109,4735,5075,44,53,1914,c(-74.044, 4.708)
"605",1181,3008,2244,24248,4336,9222,84,143,1144,c(-74.1, 4.605)
"606",1938,5360,1304,31331,6469,21440,84,92,1085,c(-74.115, 4.591)
"607",79,6991,1241,14090,3566,3298,14,53,68,c(-74.0305306, 4.7021124)
"608",290,3428,1219,69234,4755,1593,79,66,134,c(-74.044, 4.72)
"609",79,6991,1241,14090,3566,3298,14,53,68,c(-74.0305306, 4.7021124)
"610",1060,3438,1152,13579,4880,3626,44,54,13,c(-74.048, 4.696)
"611",1061,3344,156,13824,4880,1974,44,53,68,c(-74.0415178735, 4.6980081978)
"612",557,3459,1155,16326,6315,8920,16,56,2283,c(-74.056, 4.689)
"613",1256,716,2048,27155,3860,5792,10,140,1320,c(-74.0958368, 4.6327293)
"614",262,2003,176,18362,7838,10742,74,9,879,c(-74.0835951, 4.6959151)
"615",479,588,1051,17811,5429,2783,42,67,229,c(-74.067028, 4.7288662)
"616",636,6831,1145,27540,4734,5060,44,53,1914,c(-74.049, 4.709)
"617",441,2162,166,15520,4758,5146,32,69,134,c(-74.035, 4.715)
"618",529,7074,1219,6962,1151,21544,79,69,1954,c(-74.0368561, 4.7277573)
"619",178,3344,156,13556,1038,1201,14,54,68,c(-74.0381367, 4.6934718)
"620",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040574, 4.6968213)
"621",1795,2645,1632,13763,3515,5720,14,54,66,c(-74.042, 4.689)
"622",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040574, 4.6968213)
"623",292,3420,1221,13514,4755,1065,79,66,152,c(-74.0455035, 4.724398)
"624",154,3303,1397,16680,6307,2044,79,50,1987,c(-74.046, 4.741)
"625",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040574, 4.6968213)
"626",288,6940,1221,16571,4755,4401,79,66,134,c(-74.049, 4.722)
"627",178,3344,156,13556,1038,1201,14,54,68,c(-74.0381367, 4.6934718)
"628",1061,3344,156,13576,4880,1976,44,54,68,c(-74.040574, 4.6968213)
"629",1659,415,166,45951,1151,31570,32,69,134,c(-74.0372919, 4.7210494)
"630",1256,716,2048,27155,3860,5792,10,140,1320,c(-74.0958368, 4.6327293)
"631",1256,716,2048,27155,3860,5792,10,140,1320,c(-74.0958368, 4.6327293)
"632",1256,716,2048,27155,3860,5792,10,140,1320,c(-74.0958368, 4.6327293)
"633",1256,716,2048,27155,3860,5792,10,140,1320,c(-74.0958368, 4.6327293)
"634",6,1164,943,46743,8080,480,47,65,2347,c(-74.084, 4.666)
"635",692,216,1047,18237,5405,11853,29,70,2692,c(-74.0764593, 4.718354)
"636",2144,963,1051,9012,5422,2840,20,67,2702,c(-74.0651112, 4.7242876)
"637",2724,959,1001,14379,5455,2670,15,67,2722,c(-74.078, 4.734)
"638",478,588,1051,17811,5428,2782,42,67,229,c(-74.0670111024, 4.7281487351)
"639",262,2003,176,18362,7838,10742,74,9,879,c(-74.0835951, 4.6959541)
"640",626,3146,1151,17348,4885,976,44,55,401,c(-74.0558308, 4.7032453)
"641",731,1007,1454,29152,5109,21248,80,16,121,c(-74.142, 4.602)
"642",615,4614,114,67299,46,30310,19,87,267,c(-74.1124042, 4.7072375)
"643",455,671,1922,18922,6646,10762,47,103,2337,c(-74.099, 4.683)
"644",489,6990,1237,14066,3566,1161,44,53,68,c(-74.036, 4.705)
"645",428,415,1219,6532,1151,31569,79,69,134,c(-74.037, 4.724)
"646",489,7044,1237,49779,4736,32164,32,53,1914,c(-74.035, 4.709)
"647",625,3344,1152,13578,4880,5583,44,53,1900,c(-74.0470411, 4.6996846)
"648",531,7074,1219,29890,1150,2285,79,69,1958,c(-74.0335322, 4.7293989)
"649",1795,3438,1153,13784,4880,661,14,54,66,c(-74.045, 4.691)
"650",625,1315,1145,13541,4881,4977,44,53,400,c(-74.048, 4.702)
"651",2070,4289,932,29397,6300,12605,79,50,2008,c(-74.032638073, 4.744139627)
"652",1061,3344,1152,13830,4880,970,44,53,68,c(-74.0419758, 4.6992805)
"653",625,3344,1152,13578,4880,5583,44,53,1900,c(-74.0470411, 4.6996846)
